object_name,schema_name,object_type,status,validation_status,validation_error,created_timestamp
ld_dv_active_segmnt_snapsht,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:40
ld_dv_arc_entrprs_smry,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:42
ld_dv_channel_accessibility,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:44
ld_dv_de_accessblty_lifestg,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:46
ld_dv_de_accessblty_overall,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:48
ld_dv_de_scorcrd_campgns,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:49
ld_dv_digtl_engmnt_scorcrd,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:51
ld_fact_dmail_interaction_updt,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:52
ld_fact_vol_applctn,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:54
ld_gms_arc_fr_giftran_stg,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:55
ld_gms_arc_fr_smry,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:57
ld_gms_arc_fr_smry_cbg,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:02:59
ld_gms_arc_fr_smry_sustnr,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:00
ld_gms_arc_fr_txn,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:02
ld_gms_bzfc_adb_fact_donation,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:04
ld_gms_bzfc_cdi_fr_prfr_email_profile,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:05
ld_gms_bzfc_cnst_fr_prfr_em_prfl,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:07
ld_gms_bzfc_donation_rank,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:08
ld_gms_bzfc_fact_ask_cntct_intrctn,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:10
ld_gms_bzfc_fact_email_intrctn_smry,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:12
ld_gms_bzf_cnst_cnstcy,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:13
ld_gms_bzf_cnst_cnstcy_curnt,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:14
ld_gms_bz_pg_group_membrshp,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:16
ld_gms_cnst_behvrl_segmnt,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:19
ld_gms_cnst_cdi_smry_fr_prfr,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:22
ld_gms_cnst_cdi_smry_fr_prfr1,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:24
ld_gms_cnst_cdi_s_f_p_fr_dmail,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:26
