object_name,schema_name,object_type,status,created_timestamp
pbi_model_perf_dim_lol,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:17
pbi_model_perf_tlres,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:18
pg_group_ref,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:23
pg_response_log_exclusion,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:24
phone_interaction_eoc,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:27
phone_interaction_pg_eoc,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:29
phone_interaction_sustnr_upgr,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:31
pref_cnst_mstr,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:32
replication_adb_nmsbroadlogmsg,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:35
replication_adb_nmsoperation,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:37
replication_dim_person,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:41
replication_dim_recipient,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:42
replication_fact_interaction_aprm,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:44
replication_rr_rqq_rql_file_xref,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:46
rr_rqq_rql_file_xref,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:47
scr,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:49
scr_val_ref,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:08:51
srvy_anvrsy_vlntr_rspns_fy22,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:09:05
srvy_gplg_rspns,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:09:17
srvy_hsptl_respondents_hst_b4072825,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:09:31
srvy_new_vlntr_rspns_fy21,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:09:51
srvy_new_vlntr_rspns_fy22,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:09:53
srvy_new_vlntr_rspns_v21,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:09:59
srvy_rgnl_ldrshp_fy21,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:02
suprsn_ts_cnst,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:08
sw_email_subscrb,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:13
sw_email_unsubscrb,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:14
users,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:16
utl_angry_client,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:17
utl_mcl_hard_bounces,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:19
utl_mc_bounces,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:21
utl_mc_unsubs,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:22
vcn_smry_intake,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:25
vms_sta_indivs,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:27
vms_sta_orgs,mktg_ops_tbls,table,SUCCESS,2025-12-09 20:10:28
