object_name,schema_name,object_type,status,created_timestamp
gmpbz_dim_intrctn_typ,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:11
gmpbz_dim_merchant,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:13
gmpbz_dim_pmt_mthd,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:14
gmpbz_dim_prog,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:15
gmpbz_dim_rgnrt_reason,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:17
gmpbz_dim_src,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:18
gmpbz_dim_sustnr_typ,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:20
gmpbz_dim_vendor,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:21
gmpbz_fact_arcpg_cnst_comnictn,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:23
gmpbz_gift_premium,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:25
gmpbz_gift_sku,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:27
gms_arc_fr_smry,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:28
gms_arc_fr_smry_cbg,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:29
gms_arc_fr_smry_sustnr,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:31
gms_arc_fr_txn,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:32
gms_arc_fr_txn_sustnr,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:34
gms_bzfc_adb_fact_donation,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:35
gms_bzfc_dim_unf_fr_cnst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:38
gms_bzfc_donation_rank,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:39
gms_bzfc_fact_ask,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:41
gms_bzfc_fact_ask_cntct_intrctn,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:42
gms_bzfc_fact_cnst_comnictn,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:44
gms_bzfc_fact_email_intrctn_smry,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:45
gms_bzfc_fact_giftran,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:47
gms_bzf_cnst_cnstcy,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:48
gms_bzf_cnst_cnstcy_curnt,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:50
gms_bz_pg_group_membrshp,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:51
gms_cnst_cdi_smry_fr_pa_dm,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:52
gms_frfbz_dim_tag,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:55
gms_sf_acct_contct_brdg,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:58
lkp_adb_intrctn_status_dsc,mktg_ops_vws,view,SUCCESS,2025-12-09 13:38:59
nhqmktg_cdrp_enrllmnt_sts,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:02
pbi_bzl_fact_show_prodctv_ind,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:04
pbi_entrprs_campgn_comnts,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:05
pbi_entrprs_campgn_results,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:07
pbi_entrprs_campgn_smry,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:08
phone_interaction_eoc,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:11
phone_interaction_pg_eoc,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:12
rr_rqq_rql_file_xref,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:15
rr_rqq_rql_file_xref_mtvtn_cd,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:16
scr_val_ref,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:18
srvy_anvrsry_vlntr_questions,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:19
srvy_anvrsry_vlntr_questn_2_srvy_xref,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:20
srvy_anvrsry_vlntr_rspns_norm,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:22
srvy_anvrsry_vlntr_rspns_txt_norm,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:23
srvy_anvrsry_vlntr_survey,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:25
srvy_anvrsry_vlntr_values,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:26
srvy_anvrsy_vlntr_rspns,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:27
srvy_anvrsy_vlntr_rspns_all,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:29
srvy_blood_sponsor,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:30
srvy_blood_sponsor_questn_2_srvy_xref,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:32
srvy_blood_sponsor_rspns,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:33
srvy_blood_sponsor_survey,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:35
srvy_blood_sponsor_values,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:36
srvy_gplg_rspns_ss,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:38
srvy_hsptl_customer_contact,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:39
srvy_hsptl_periods_hst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:41
srvy_hsptl_questions,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:42
srvy_hsptl_questions_hst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:43
srvy_hsptl_questn_2_srvy_xref,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:45
srvy_hsptl_questn_catgry,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:46
srvy_hsptl_respondents,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:48
srvy_hsptl_respondents_hst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:49
srvy_hsptl_rspns,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:50
srvy_hsptl_rspns_hst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:52
srvy_hsptl_rspns_txt,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:53
srvy_hsptl_sf_contact,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:54
srvy_hsptl_survey,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:56
srvy_hsptl_survey_hst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:57
srvy_hsptl_values,mktg_ops_vws,view,SUCCESS,2025-12-09 13:39:59
srvy_hsptl_values_hst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:00
srvy_new_vlntr_questions,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:03
srvy_new_vlntr_questn_2_srvy_xref,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:04
srvy_new_vlntr_rspns_norm,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:05
srvy_new_vlntr_rspns_txt_norm,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:07
srvy_new_vlntr_survey,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:08
srvy_new_vlntr_values,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:10
srvy_vlntr_anvrsry_los,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:11
srvy_vlntr_geogrphy_taxo,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:13
suprsn_ts_cnst,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:15
vcn_smry_intake,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:23
vms_sta_indivs,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:24
vms_sta_orgs,mktg_ops_vws,view,SUCCESS,2025-12-09 13:40:26
