object_name,schema_name,object_type,status,validation_status,validation_error,created_timestamp
srvy_hsptl_periods_hst,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:22
srvy_hsptl_questions,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:23
srvy_hsptl_questions_hst,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:25
srvy_hsptl_questn_2_srvy_xref,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:26
srvy_hsptl_questn_catgry,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:27
srvy_hsptl_respondents,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:29
srvy_hsptl_respondents_hst,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:30
srvy_hsptl_rspns,mktg_ops_vws,view,SUCCESS,VALIDATION_FAILED,"relation ""mktg_ops_tbls.srvy_hsptl_rspns"" does not exist",2025-12-19 13:12:31
srvy_hsptl_rspns_hst,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:33
srvy_hsptl_rspns_txt,mktg_ops_vws,view,SUCCESS,VALIDATION_FAILED,"relation ""mktg_ops_tbls.srvy_hsptl_rspns_txt"" does not exist",2025-12-19 13:12:34
srvy_hsptl_sf_contact,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:35
srvy_hsptl_survey,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:37
srvy_hsptl_survey_hst,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:38
srvy_hsptl_values,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:40
srvy_hsptl_values_hst,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:41
srvy_new_vlntr_los,mktg_ops_vws,view,SUCCESS,VALIDATION_FAILED,"relation ""mktg_stage_tbls.lkp_positions_taxonomy_mktg_stg"" does not exist",2025-12-19 13:12:42
srvy_new_vlntr_questions,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:44
srvy_new_vlntr_questn_2_srvy_xref,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:45
srvy_new_vlntr_rspns_norm,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:46
srvy_new_vlntr_rspns_txt_norm,mktg_ops_vws,view,SUCCESS,VALIDATION_FAILED,"relation ""mktg_ops_tbls.srvy_new_vlntr_rspns_txt_norm"" does not exist",2025-12-19 13:12:48
srvy_new_vlntr_survey,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:49
srvy_new_vlntr_values,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:50
srvy_vlntr_anvrsry_los,mktg_ops_vws,view,SUCCESS,VALIDATION_FAILED,"relation ""mktg_stage_tbls.lkp_positions_taxonomy_mktg_stg"" does not exist",2025-12-19 13:12:52
srvy_vlntr_geogrphy_taxo,mktg_ops_vws,view,SUCCESS,VALIDATION_FAILED,Remote object depends on external shared object.,2025-12-19 13:12:53
srvy_vlntr_los,mktg_ops_vws,view,SUCCESS,VALIDATION_FAILED,"relation ""mktg_stage_tbls.lkp_positions_taxonomy_mktg_stg"" does not exist",2025-12-19 13:12:55
suprsn_ts_cnst,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:56
suprsn_ts_cnst_test,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:57
suspect_domains,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:12:58
vaidity_email_valdtn,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:13:03
vcn_smry_intake,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:13:04
vms_sta_indivs,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:13:06
vms_sta_orgs,mktg_ops_vws,view,SUCCESS,VALIDATED_OK,,2025-12-19 13:13:07
